122, -0.000000 + 0.000000 I
123, -0.000000 + -0.000000 I
124, -0.000000 + -0.000000 I
125, -0.000000 + -0.000000 I
126, 0.000000 + -0.000000 I
127, -0.000000 + -0.000000 I
128, 0.000000 + 0.000000 I
129, -0.000000 + 0.000000 I
130, -0.000000 + -0.000000 I
131, 0.000000 + 0.000000 I
132, -0.000000 + 0.000000 I
133, 0.000000 + -0.000000 I
134, -0.000000 + -0.000000 I
135, 0.000000 + -0.000000 I
136, 0.000000 + 0.000000 I
137, 0.000000 + -0.000000 I
138, -0.000000 + -0.000000 I
139, -0.000000 + -0.000000 I
140, -0.000000 + 0.000000 I
141, -0.000000 + -0.000000 I
142, -0.000000 + -0.000000 I
143, 0.000000 + 0.000000 I
144, -0.000000 + -0.000000 I
145, -0.000000 + -0.000000 I
146, -0.000000 + -0.000000 I
147, 0.000000 + 0.000000 I
148, -0.000000 + -0.000000 I
149, 0.000000 + -0.000000 I
150, -0.000000 + 0.000000 I
151, 0.000000 + 0.000000 I
152, -0.000000 + -0.000000 I
153, -0.000000 + -0.000000 I
154, -0.000000 + 0.000000 I
155, -0.000000 + 0.000000 I
156, 0.000000 + 0.000000 I
157, 0.000000 + -0.000000 I
158, -0.000000 + -0.000000 I
159, 0.000000 + 0.000000 I
160, 0.000000 + -0.000000 I
161, -0.000000 + -0.000000 I
162, -0.000000 + -0.000000 I
163, 0.000000 + 0.000000 I
164, 0.000000 + -0.000000 I
165, 0.000000 + -0.000000 I
166, 0.000000 + 0.000000 I
167, 0.000000 + 0.000000 I
168, -0.000000 + -0.000000 I
169, 0.000000 + -0.000000 I
170, 0.000000 + 0.000000 I
171, -0.000000 + -0.000000 I
172, -0.000000 + 0.000000 I
173, 0.000000 + -0.000000 I
174, 0.000000 + -0.000000 I
175, -0.000000 + -0.000000 I
176, 0.000000 + -0.000000 I
177, -0.000000 + -0.000000 I
178, -0.000000 + 0.000000 I
179, -0.000000 + 0.000000 I
180, -0.000000 + -0.000000 I
181, -0.000000 + -0.000000 I
182, 0.000000 + -0.000000 I
183, -0.000000 + 0.000000 I
184, 0.000000 + 0.000000 I
185, 0.000000 + -0.000000 I
186, 0.000000 + -0.000000 I
187, 0.000000 + -0.000000 I
188, 0.000000 + -0.000000 I
189, -0.000000 + 0.000000 I
190, 0.000000 + 0.000000 I
191, 0.000000 + 0.000000 I
192, 0.000000 + -0.000000 I
193, -0.000000 + -0.000000 I
194, -0.000000 + -0.000000 I
195, 0.000000 + -0.000000 I
196, -0.000000 + 0.000000 I
197, 0.000000 + 0.000000 I
198, -0.000000 + 0.000000 I
199, 0.000000 + 0.000000 I
200, 0.000000 + 0.000000 I
201, 0.000000 + -0.000000 I
202, -0.000000 + -0.000000 I
203, -0.000000 + -0.000000 I
204, -0.000000 + 0.000000 I
205, -0.000000 + -0.000000 I
206, -0.000000 + 0.000000 I
207, 0.000000 + 0.000000 I
208, -0.000000 + 0.000000 I
209, -0.000000 + 0.000000 I
210, -0.000000 + -0.000000 I
211, 0.000000 + 0.000000 I
212, 0.000000 + 0.000000 I
213, 0.000000 + 0.000000 I
214, 0.000000 + 0.000000 I
215, -0.000000 + 0.000000 I
216, -0.000000 + -0.000000 I
217, 0.000000 + 0.000000 I
218, -0.000000 + 0.000000 I
219, -0.000000 + -0.000000 I
220, 0.000000 + 0.000000 I
221, -0.000000 + 0.000000 I
222, -0.000000 + -0.000000 I
223, -0.000000 + -0.000000 I
224, -0.000000 + 0.000000 I
225, -0.000000 + 0.000000 I
226, 0.000000 + 0.000000 I
227, 0.000000 + -0.000000 I
228, 0.000000 + 0.000000 I
229, 0.000000 + -0.000000 I
230, 0.000000 + 0.000000 I
231, 0.000000 + 0.000000 I
232, -0.000000 + 0.000000 I
233, 0.000000 + -0.000000 I
234, -0.000000 + -0.000000 I
235, -0.000000 + -0.000000 I
236, 0.000000 + 0.000000 I
237, 0.000000 + -0.000000 I
238, 0.000000 + 0.000000 I
239, 0.000000 + -0.000000 I
240, 0.000000 + 0.000000 I
241, -0.000000 + -0.000000 I
242, 0.000000 + -0.000000 I
243, 0.000000 + -0.000000 I
244, 0.000000 + 0.000000 I
245, -0.000000 + -0.000000 I
246, 0.000000 + 0.000000 I
247, -0.000000 + -0.000000 I
248, 0.000000 + -0.000000 I
249, -0.000000 + 0.000000 I
250, -0.000000 + 0.000000 I
251, 0.000000 + 0.000000 I
252, -0.000000 + 0.000000 I
253, 0.000000 + -0.000000 I
254, 0.000000 + -0.000000 I
255, -0.000000 + 0.000000 I
256, -0.000000 + -0.000000 I
257, 0.000000 + 0.000000 I
258, -0.000000 + 0.000000 I
259, -0.000000 + 0.000000 I
260, 0.000000 + -0.000000 I
261, -0.000000 + 0.000000 I
262, -0.000000 + -0.000000 I
263, -0.000000 + 0.000000 I
264, -0.000000 + 0.000000 I
265, 0.000000 + 0.000000 I
266, 0.000000 + -0.000000 I
267, -0.000000 + 0.000000 I
268, -0.000000 + 0.000000 I
269, -0.000000 + -0.000000 I
270, 0.000000 + -0.000000 I
271, 0.000000 + -0.000000 I
272, -0.000000 + 0.000000 I
273, -0.000000 + 0.000000 I
274, 0.000000 + 0.000000 I
275, -0.000000 + 0.000000 I
276, 0.000000 + 0.000000 I
277, 0.000000 + 0.000000 I
278, -0.000000 + -0.000000 I
279, 0.000000 + 0.000000 I
280, -0.000000 + 0.000000 I
281, -0.000000 + -0.000000 I
282, 0.000000 + -0.000000 I
283, 0.000000 + 0.000000 I
284, -0.000000 + 0.000000 I
285, -0.000000 + -0.000000 I
286, -0.000000 + -0.000000 I
287, 0.000000 + -0.000000 I
288, 0.000000 + 0.000000 I
289, 0.000000 + -0.000000 I
290, -0.000000 + 0.000000 I
291, -0.000000 + -0.000000 I
292, 0.000000 + -0.000000 I
293, 0.000000 + -0.000000 I
294, -0.000000 + 0.000000 I
295, -0.000000 + -0.000000 I
296, -0.000000 + -0.000000 I
297, 0.000000 + -0.000000 I
298, -0.000000 + -0.000000 I
299, -0.000000 + -0.000000 I
300, 0.000000 + 0.000000 I
301, -0.000000 + 0.000000 I
302, 0.000000 + -0.000000 I
303, 0.000000 + -0.000000 I
304, 0.000000 + -0.000000 I
305, -0.000000 + -0.000000 I
306, -0.000000 + 0.000000 I
307, 0.000000 + -0.000000 I
308, 0.000000 + 0.000000 I
309, -0.000000 + -0.000000 I
310, 0.000000 + -0.000000 I
311, -0.000000 + -0.000000 I
312, -0.000000 + 0.000000 I
313, -0.000000 + -0.000000 I
314, 0.000000 + 0.000000 I
315, -0.000000 + -0.000000 I
316, -0.000000 + -0.000000 I
317, 0.000000 + -0.000000 I
318, -0.000000 + -0.000000 I
319, -0.000000 + 0.000000 I
320, 0.000000 + 0.000000 I
321, 0.000000 + 0.000000 I
322, 0.000000 + -0.000000 I
323, 0.000000 + -0.000000 I
324, 0.000000 + 0.000000 I
325, 0.000000 + -0.000000 I
326, -0.000000 + -0.000000 I
327, -0.000000 + 0.000000 I
328, -0.000000 + 0.000000 I
329, 0.000000 + 0.000000 I
330, 0.000000 + -0.000000 I
331, 0.000000 + 0.000000 I
332, -0.000000 + 0.000000 I
333, -0.000000 + -0.000000 I
334, -0.000000 + 0.000000 I
335, 0.000000 + 0.000000 I
336, -0.000000 + 0.000000 I
337, 0.000000 + -0.000000 I
338, 0.000000 + 0.000000 I
339, 0.000000 + 0.000000 I
340, 0.000000 + -0.000000 I
341, 0.000000 + -0.000000 I
342, -0.000000 + 0.000000 I
343, -0.000000 + 0.000000 I
344, 0.000000 + -0.000000 I
345, 0.000000 + 0.000000 I
346, 0.000000 + 0.000000 I
347, -0.000000 + 0.000000 I
348, 0.000000 + -0.000000 I
349, 0.000000 + -0.000000 I
350, 0.000000 + -0.000000 I
351, 0.000000 + -0.000000 I
352, -0.000000 + 0.000000 I
353, 0.000000 + 0.000000 I
354, 0.000000 + -0.000000 I
355, 0.000000 + 0.000000 I
356, -0.000000 + -0.000000 I
357, 0.000000 + 0.000000 I
358, -0.000000 + -0.000000 I
359, 0.000000 + 0.000000 I
360, 0.000000 + 0.000000 I
361, 0.000000 + -0.000000 I
362, -0.000000 + 0.000000 I
363, 0.000000 + 0.000000 I
364, 0.000000 + -0.000000 I
365, 0.000000 + -0.000000 I
366, -0.000000 + 0.000000 I
367, 0.000000 + 0.000000 I
368, 0.000000 + -0.000000 I
369, -0.000000 + 0.000000 I
370, 0.000000 + -0.000000 I
371, 0.000000 + 0.000000 I
372, 0.000000 + -0.000000 I
373, -0.000000 + -0.000000 I
374, 0.000000 + 0.000000 I
375, 0.000000 + 0.000000 I
376, -0.000000 + 0.000000 I
377, 0.000000 + -0.000000 I
378, -0.000000 + -0.000000 I
379, -0.000000 + 0.000000 I
380, 0.000000 + 0.000000 I
381, 0.000000 + 0.000000 I
382, 0.000000 + 0.000000 I
383, 0.000000 + 0.000000 I
384, 0.000000 + 0.000000 I
385, -0.000000 + 0.000000 I
386, 0.000000 + 0.000000 I
387, -0.000000 + -0.000000 I
388, 0.000000 + -0.000000 I
389, 0.000000 + -0.000000 I
390, 1.000000 + 0.000000 I
391, -0.000000 + -0.000000 I
392, -0.000000 + -0.000000 I
393, 0.000000 + -0.000000 I
394, 0.000000 + -0.000000 I
395, 0.000000 + 0.000000 I
396, -0.000000 + -0.000000 I
397, -0.000000 + -0.000000 I
398, 0.000000 + 0.500000 I
399, 0.000000 + 0.000000 I
